 Procedimentos hospitalares do SUS - por local de internação - Rio Grande do Sul
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Abr/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"Total"
"430070 Anta Gorda";16280,28;14469,25;12391,46;13376,41;14146,56;13825,92;11585,44;19591,84;10220,63;16972,52;15888,99;11532,09;19040,01;12342,99;17931,44;11973,07;13838,50;14551,53;18212,58;16804,64;16058,76;11703,52;18484,29;13327,25;6749,93;22108,18;13043,93;10397,75;12745,30;13296,05;12905,64;16869,60;12716,80;16471,41;14908,79;14146,64;13049,78;12524,38;17846,15;8961,71;14374,28;16672,64;14874,41;14901,81;9594,25;12124,27;15716,40;7904,27;11676,40;11539,32;12977,22;5249,29;13635,57;13078,22;14205,53;16384,47;14804,80;14227,79;14179,32;9800,05;11620,38;13649,80;17363,74;14258,79;14890,59;8900,69;13325,18;15061,03;12710,84;15700,29;11757,20;16327,48;12507,84;11830,19;11561,01;17568,66;12464,96;10090,91;17633,22;14640,16;14129,25;21593,30;12299,59;16354,93;18031,72;13328,30;14930,02;13990,73;14699,92;18387,57;18768,64;19686,39;16690,55;18136,66;13168,22;12126,62;-;28022,98;7870,27;16217,50;-;15316,46;12856,86;14106,48;14611,04;14144,90;16327,40;13729,17;15577,35;12662,38;15040,33;11272,56;12631,40;10933,47;18112,66;10213,40;-;-;9859,80;8202,93;12097,92;12520,76;13515,92;7029,81;10337,85;17293,12;12282,50;13532,00;11260,06;4942,19;13855,19;11549,36;9338,51;11883,24;12329,98;11961,18;6377,71;14594,30;11885,96;4148,52;7125,41;13806,13;9122,71;11830,87;8857,41;7140,52;5031,41;6591,57;8866,66;10316,76;10161,40;16200,95;15035,77;20008,89;21111,19;34065,88;22483,72;11339,17;24150,16;9945,65;2135035,34
"430080 Antônio Prado";-;51831,71;32858,08;26256,17;29357,67;29476,05;38369,98;44488,42;45546,53;37945,95;45352,56;49760,29;49045,65;33001,95;38850,94;38908,67;48485,07;49024,17;48602,22;44039,48;64199,89;48700,06;45406,12;40856,70;54650,99;41988,84;35738,52;54729,49;42754,82;48178,72;54636,41;47126,80;49357,15;40238,56;58148,23;44682,48;51731,32;45239,71;51848,75;62146,80;44981,04;43068,33;44233,76;40135,54;46390,04;48997,47;37489,90;48385,37;42967,71;46001,46;49017,72;51655,47;47513,86;57927,91;57100,99;47408,14;43797,35;51506,55;40267,84;44837,25;46021,46;42271,16;51501,64;53036,83;57366,17;59313,85;59362,89;47666,20;39869,78;56911,10;47945,64;37975,65;39825,44;36316,07;52028,19;35804,19;47445,35;40161,10;41884,63;43299,60;35586,30;46252,47;45959,94;38608,21;57753,71;39965,53;49635,04;50848,19;47377,60;50433,92;44775,66;43605,56;35994,22;43649,66;39796,60;39413,36;35811,92;37216,53;40076,88;43868,29;39795,96;38598,10;45636,54;42047,94;47319,70;41300,19;30061,09;39877,42;36030,62;35980,56;42656,39;37776,62;36120,90;42483,37;58062,73;51285,45;36871,35;53324,19;52106,45;42650,60;49081,62;35619,43;39134,90;45864,10;35500,53;45005,21;50903,01;51621,98;42923,21;31604,75;47083,78;42690,49;34552,73;34934,81;32538,19;33027,14;29562,60;26938,63;40544,42;36707,08;40322,35;35954,31;35856,09;37534,52;45760,01;29860,07;35305,52;23305,75;34228,38;39209,24;41878,35;54160,47;39937,91;35205,94;39769,23;32074,16;46341,14;31889,14;50617,16;58005,95;6922922,62
"430090 Aratiba";-;29680,91;18760,22;16115,42;17970,18;15475,91;12179,59;12855,59;11338,06;20810,41;1938,49;27682,76;18715,47;10666,38;16551,68;22680,49;12246,26;18258,26;20987,91;22129,29;24443,77;21294,93;20758,34;21660,08;20931,73;13488,03;16568,50;13160,66;11408,79;15296,10;18039,00;15145,78;15620,21;13829,58;17443,27;22386,28;14952,92;10944,14;15180,99;14896,27;16856,12;9475,82;14328,99;7377,77;11913,34;12209,82;8681,07;20428,25;10496,63;10816,28;7798,57;10537,16;12514,56;9596,78;10146,34;4035,83;12235,65;11134,64;10718,01;10888,55;9575,74;4691,53;9643,12;10275,21;13595,00;14380,26;11249,04;11415,75;8366,25;14435,23;4878,63;9049,64;12009,09;11654,80;8831,73;10975,98;5692,84;16391,86;13589,67;13146,22;15084,69;12101,51;16180,77;11662,50;7650,15;4612,56;10245,71;12704,68;10958,65;12744,86;9893,40;19748,38;5107,40;18900,67;16085,58;10667,99;10641,47;-;23080,25;21326,05;19588,83;22594,55;17480,03;15198,38;13735,81;21566,49;12345,98;5817,10;21580,30;10880,53;18611,64;27424,52;12084,22;27746,28;22361,26;12038,25;14376,54;24492,31;27041,80;11751,43;7388,75;21993,71;21593,07;10875,37;30676,81;6882,61;29681,85;14723,20;29194,96;15386,29;12468,49;12202,48;20644,94;11846,37;19914,11;28852,22;30296,10;10241,59;20543,11;19159,58;24285,10;20292,75;21303,37;17375,50;-;39286,49;20312,18;8278,78;10505,49;4348,93;10108,42;11453,61;10427,23;19482,57;35986,42;20042,03;32026,43;30500,36;27962,55;22276,35;2469464,11
"430100 Arroio do Meio";29660,08;24410,24;27407,67;37146,65;39845,53;35506,71;51444,97;31910,77;43110,30;35154,05;31696,83;26587,81;9863,00;49543,90;30097,72;32106,77;53175,05;39217,46;49313,42;64263,60;49512,95;36258,76;57299,25;35727,53;43288,15;24363,25;42103,82;44400,74;47042,86;47179,83;43680,41;72145,95;54731,18;47134,27;45209,49;47631,48;66769,66;33854,30;47976,30;44941,41;45563,13;71267,16;70091,86;65258,36;58318,98;53646,14;57693,50;51481,84;73876,96;41659,87;63990,88;59740,49;67610,68;61382,85;73929,00;67289,57;59467,71;65334,99;57970,47;42317,65;42103,79;27968,99;70678,90;70643,02;85068,23;69308,08;72015,66;108045,35;76547,53;107453,40;145728,98;130901,65;152602,67;60049,93;96029,21;107349,09;77885,03;150141,10;117103,25;137027,30;121359,38;92625,10;154402,62;154781,38;129543,96;122972,14;157800,02;129502,95;146292,21;176151,45;177887,25;160462,89;127111,87;186391,13;193716,63;225038,86;-;271299,17;119405,48;95820,98;130367,12;110470,15;92648,44;97235,08;67912,15;82489,36;127966,77;134049,69;91871,68;58533,69;82174,01;105416,06;104593,31;94360,85;99546,59;93539,25;66089,28;93979,79;88187,53;134042,82;78761,53;66155,39;96637,00;117460,74;121230,18;115384,77;111232,02;143384,34;157517,51;153723,54;171701,12;113960,09;133781,57;124768,88;162267,89;131334,05;163652,20;140932,10;142996,17;121571,99;139822,79;170558,93;154864,65;115350,78;151606,89;147788,94;153791,77;128460,41;80464,27;76593,69;101462,85;114963,50;100869,48;105047,23;128316,87;150003,33;140743,91;138649,45;181860,90;116927,89;14849898,07
"430120 Arroio do Tigre";42585,81;39674,14;31004,54;43104,34;40259,11;42796,37;49255,35;55493,87;47059,45;44615,37;44295,74;33429,04;40741,21;45434,95;55350,95;51912,46;47220,24;47843,42;50308,51;49662,38;53312,15;48923,65;48818,10;54311,04;39987,80;44927,13;31873,70;38454,46;53032,88;43616,33;48207,44;45537,56;49423,43;51549,36;53519,81;51461,13;47662,78;46629,69;46913,20;47773,76;56291,81;53791,29;53124,99;48916,55;47491,91;61538,27;53135,02;42448,15;45644,67;39026,45;50203,10;52369,06;54848,78;56288,14;54450,66;48517,40;50655,02;42808,11;49497,33;49257,64;41004,85;43027,57;59014,24;52820,18;47136,76;50194,46;68542,03;61876,65;57276,31;57981,05;57011,22;51779,20;37321,49;49255,23;39966,88;39032,29;50512,57;46014,70;51173,80;65836,16;62542,12;61366,36;54597,77;56838,60;37416,34;36553,27;39887,77;56105,98;49982,39;47050,51;60497,43;62726,23;56584,11;63049,21;63635,82;65814,39;60680,93;63526,31;62700,68;64131,21;65175,78;65014,43;65854,94;65577,34;65625,27;66459,09;65439,54;56582,27;59554,76;54765,48;60291,00;61692,69;59132,30;65258,00;62497,46;62785,06;61822,51;60145,48;65515,36;65197,70;64963,08;64972,43;58059,78;64828,13;62928,06;64621,98;65895,84;65269,72;65982,98;66133,73;66219,84;66262,35;66225,85;65510,65;56478,19;63100,50;66384,69;64600,44;64114,49;64240,87;66361,52;66232,88;63657,39;60956,14;62903,39;52559,49;57792,80;48055,39;43433,93;42034,30;47801,36;61486,89;43572,40;51269,80;60919,89;65357,27;65331,26;60755,26;69415,81;64529,51;8706358,81
"430110 Arroio dos Ratos";30891,16;23017,27;10976,61;48363,61;29365,64;18681,47;26486,47;23641,43;32766,52;27443,12;10009,01;31893,44;11487,97;33893,82;18013,02;10200,52;16417,54;31740,63;37433,99;18952,96;24488,19;22488,88;28387,11;23524,51;24445,68;21587,99;26423,85;17135,04;15158,52;18933,50;18891,90;26891,50;15952,20;19093,79;18020,05;14350,04;22145,88;18666,34;22649,39;31531,31;27522,89;24993,16;15356,12;15277,17;20250,53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1025841,74
"430130 Arroio Grande";36264,85;36515,38;25077,55;42126,77;36933,63;31504,01;27123,11;27698,46;30932,68;19702,77;35329,21;37655,25;35812,96;38345,77;31395,96;31097,54;27836,65;29605,25;30720,89;33056,68;48206,36;30297,21;33950,29;29376,37;24591,00;32867,58;29533,03;33525,46;34598,45;29647,94;30630,54;35185,21;40700,90;31322,36;29318,34;26050,86;30435,78;27701,28;27147,31;27513,57;35713,19;33043,79;31354,44;31803,79;29412,64;28545,56;32754,32;13191,72;20697,98;32855,68;32525,01;31676,14;25059,52;31515,73;33086,75;28898,76;35257,40;27441,47;33951,52;29630,57;30356,34;30196,77;29901,69;29964,48;13309,90;35638,75;35840,91;36778,68;35789,16;31105,49;35493,07;32799,39;36564,05;37104,76;35711,63;39178,95;34004,33;37544,52;39352,47;40919,70;37257,35;37392,89;33793,61;26163,17;29868,24;31116,60;30946,71;28420,68;31467,75;34657,66;37635,45;39477,00;35010,17;33897,72;35138,32;35260,82;31567,77;30504,62;29672,52;31711,44;31134,36;34646,86;34408,93;33988,04;36597,40;35290,82;33342,75;36370,00;37091,95;27722,12;38619,69;33720,05;33531,42;39849,36;43050,61;40629,42;31676,90;36837,13;33127,40;40802,54;42285,32;46557,88;43238,56;37528,65;37269,46;40805,04;38755,83;33756,80;41281,32;38239,10;37701,07;40221,69;38792,82;37841,97;36582,74;40172,96;41171,35;35891,82;34431,49;37799,91;36245,60;38953,49;40728,36;33970,26;38878,35;43512,61;36294,32;24323,11;21104,36;24473,23;10459,60;25642,04;21302,03;37220,28;35589,54;42203,55;27539,67;40615,54;34654,44;56128,08;5376868,71
"430140 Arvorezinha";40977,80;18014,08;20493,85;22005,76;37136,86;21151,99;34817,14;31869,31;25477,30;24093,57;28335,02;29607,73;20872,35;19999,27;39220,10;22471,50;23740,81;27396,32;28943,96;25106,65;28940,41;23629,73;23516,77;21889,08;28263,99;20374,36;20257,14;25167,69;30474,39;27094,76;28794,23;27170,14;22924,65;22055,07;27363,32;21666,53;19328,04;17221,50;27507,39;21166,27;24454,41;25871,11;22974,18;20305,22;21493,57;21562,23;16311,69;10605,36;39583,26;14024,93;20683,21;20250,34;19987,62;21999,48;26471,04;25253,92;22232,71;22684,56;29591,55;37638,15;25805,16;16452,15;32077,16;25489,21;33001,39;33812,16;49105,64;38419,90;31131,02;47221,81;41416,35;63295,76;29846,86;24842,57;30084,49;26814,72;21198,22;37282,84;26398,20;24015,33;30644,09;31981,64;35530,97;27643,92;28672,80;31636,99;23137,77;24260,62;24615,23;21506,41;39631,00;33352,68;24551,66;41982,54;22310,29;36553,59;28287,34;20433,34;24906,11;21274,96;23200,09;20689,69;38520,19;46797,56;47494,52;35612,82;30155,23;37987,66;35856,23;31035,45;26799,53;25029,45;37558,38;42324,66;45616,41;38775,98;33690,49;36359,93;49146,86;45299,24;41087,84;28268,10;32026,42;28291,61;28185,68;30489,96;40136,77;56589,63;18731,47;29667,13;39410,50;30796,88;34877,24;41441,24;38375,60;31986,79;38661,85;50546,08;34908,42;37939,27;35907,46;37951,96;12028,31;57677,38;28184,44;24474,03;25214,21;24899,11;15625,50;17719,27;19974,17;34506,65;43917,71;32343,86;32276,91;36296,09;32694,22;37401,72;62531,14;41598,84;4814732,09
"430150 Augusto Pestana";9274,22;11644,57;18408,00;15137,18;15267,96;11146,18;18746,02;16815,40;18235,97;16114,83;15427,05;14313,42;21413,96;17090,53;23335,39;-;31764,55;18859,18;27003,65;24861,34;20012,39;22386,01;32810,72;26936,08;35961,56;23866,21;22316,33;26299,88;31229,68;24681,46;33322,47;34803,48;23743,98;40806,47;33190,29;30173,75;26877,51;25268,86;33275,27;29150,29;31816,38;15253,60;60470,00;19201,67;44773,06;34681,45;39306,75;30049,66;27005,57;17930,90;39693,36;42458,37;41271,85;42462,42;50935,65;45164,14;38967,35;23122,01;39682,17;42211,92;39899,52;43160,40;39685,13;35953,40;44538,17;30539,76;37047,43;39633,95;41496,58;35232,97;32720,32;45803,19;41609,86;38820,07;38475,02;38829,36;48433,17;44085,92;44216,50;48594,78;49947,51;42430,56;55363,99;47169,85;31378,52;26713,80;32964,06;36901,31;30834,00;37746,78;41038,43;40512,72;41101,34;38329,33;41463,07;40275,69;31276,93;28488,63;36975,59;40024,93;46035,75;44436,62;39505,41;44188,71;46702,91;35002,23;39461,70;36646,55;37837,35;25547,74;36575,26;51858,32;33696,97;37104,59;39725,21;49866,33;42006,39;40961,53;40656,46;40082,38;42646,33;48669,39;47835,60;43366,92;48488,19;48475,29;42531,28;47737,70;36431,33;39938,59;48529,56;41016,86;48124,56;44381,85;42613,13;42813,66;44644,87;48396,49;50263,17;46767,04;48746,38;43980,73;41129,96;44618,36;41686,20;39852,03;35424,30;14259,96;12394,51;17729,33;16525,22;20353,06;16377,87;40139,59;42965,32;31590,53;28011,30;13430,31;15333,26;22327,71;5526589,06
"430155 Áurea";1866,95;-;1279,73;2344,98;600,66;1244,09;1067,72;-;2034,91;-;-;479,19;292,62;2504,16;1686,48;1155,76;-;-;2431,49;2468,35;3568,46;2860,91;1641,46;1959,87;744,63;1541,52;2281,37;2207,19;348,90;813,59;-;-;1220,84;261,18;1273,90;1269,22;3163,20;1173,61;785,87;494,84;825,10;833,10;687,16;-;-;-;-;-;250,68;1335,04;1622,72;846,88;593,50;1289,70;1717,23;1130,90;242,68;955,32;865,91;865,91;-;-;523,43;606,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64259,33
"430160 Bagé";381701,46;480558,83;478795,75;522252,00;497967,12;612464,29;597323,38;586766,00;625108,08;579997,14;328836,47;710905,28;334234,05;792777,01;626796,72;619602,23;787382,23;759586,54;669510,19;637512,17;847556,36;708827,17;682473,98;698265,03;697868,37;729656,67;708235,29;700529,97;791914,53;692512,02;735762,95;759730,08;717313,52;739143,41;670374,01;516706,24;641180,62;749343,77;820617,79;900998,40;710384,03;738306,93;880829,99;812512,04;564839,89;972068,37;721839,17;778664,90;878997,84;663532,98;601906,03;948408,49;1011252,19;763038,72;890437,73;790090,78;791553,57;810361,13;878568,17;720772,80;665377,16;705746,20;957185,12;1062278,15;1044904,27;825359,16;937741,17;991076,41;905421,98;999638,67;882023,51;860242,51;800157,78;737457,96;812390,38;801205,94;861521,46;873855,38;813817,21;935380,25;959437,60;942188,25;700956,35;756518,36;955518,87;640932,79;871928,93;757884,60;805650,31;878574,06;801377,60;975109,74;944716,78;860201,44;995290,18;828959,92;710802,94;799776,50;972935,69;869830,80;826057,00;956877,45;810129,40;845685,34;823351,08;711944,63;660861,47;653136,65;732643,69;672983,20;784582,70;786308,62;701056,26;791997,52;821179,76;930877,60;680642,36;786131,65;761615,72;742146,68;582033,05;657981,88;727717,16;802176,55;611401,10;724105,77;710995,36;710516,32;801122,00;749733,79;599566,28;807669,89;742320,71;736966,32;647509,61;700806,85;660140,06;905433,65;771362,11;810724,21;810629,86;815097,69;591941,49;828185,19;762419,26;793456,97;754978,54;580383,36;630295,99;702985,84;957928,69;992424,21;950895,57;1012112,30;792586,90;862423,63;1157334,66;783075,11;1260672,29;1220805,00;123769949,25
"430165 Barão";7738,13;6719,13;8953,85;8607,84;5394,13;14735,88;7097,26;15246,40;9085,04;8783,48;12112,64;11003,93;11592,06;-;24225,33;13022,52;8775,50;9402,46;11264,59;10197,11;10432,31;10245,82;12260,71;8374,78;14364,73;10023,19;8791,37;9910,45;15233,59;10901,05;11121,54;13503,54;18674,23;10605,36;9259,01;9182,68;9046,56;11124,64;18200,64;11933,87;10951,60;15671,14;15605,74;14218,44;12232,36;13354,02;10861,84;11388,74;12801,00;10953,53;15639,80;8429,86;10490,39;15793,49;12125,96;12244,38;12611,73;10250,71;12214,59;9927,23;12416,88;9801,68;13444,55;10457,80;8413,76;15341,82;12566,80;13952,07;14760,40;15989,87;13207,42;11719,48;11634,03;9536,49;10622,05;17332,79;14224,90;16577,25;6991,45;10791,56;19331,45;13973,92;8092,20;11595,86;-;10552,06;8443,47;6590,52;7987,55;8244,86;11885,41;8135,00;10683,42;5883,94;5832,51;4138,66;3792,57;3329,85;4606,33;8818,56;8483,81;4320,64;3262,74;4343,61;3415,80;4798,28;4031,10;3295,60;5020,73;2213,23;5574,41;5380,05;3998,62;5771,47;7059,03;4309,64;2831,48;12127,85;12351,09;7737,97;4571,13;7208,90;3097,93;3013,97;5526,47;6585,16;10173,89;5285,14;5489,00;6964,09;5299,52;6581,42;7408,69;7099,44;4366,28;4595,38;4371,72;4264,03;5615,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1314460,05
"430170 Barão de Cotegipe";23467,07;22584,87;27402,87;33144,04;28808,27;34719,49;22630,97;26493,08;31180,25;22164,63;34954,95;37066,00;28671,63;43339,14;37076,85;21853,49;39643,71;40201,22;-;84527,95;27875,22;45137,89;48503,64;37991,54;54037,03;38585,53;34374,19;3808,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;930243,52
"430180 Barracão";8669,53;7007,35;7767,40;5652,03;7997,71;6193,46;8160,41;8316,99;7554,53;4915,69;8787,29;7402,41;7391,30;9308,73;6795,94;6329,18;4695,34;7115,82;6947,41;5287,66;17264,28;10090,32;6869,52;4447,17;8626,84;6537,83;5966,27;5467,83;4545,43;6429,16;8326,58;9288,00;3835,75;6576,97;6286,32;3703,35;3904,56;6114,46;5177,18;4032,97;4294,23;3899,71;2004,29;2755,31;940,02;-;3476,18;4569,98;4088,02;4135,96;3496,12;3274,35;1588,18;1436,57;550,28;191,72;2399,50;4349,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323236,56
"430200 Barros Cassal";16975,69;-;28086,04;10977,81;15006,71;9589,74;12411,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93047,43
"430210 Bento Gonçalves";237868,44;469334,94;416945,38;421123,30;424032,76;385597,42;563001,20;440404,45;486195,44;594729,54;515231,31;402906,02;625028,28;710329,60;550306,61;381262,19;463798,22;671743,52;771767,23;737348,82;519978,25;598312,96;678683,25;779247,38;593169,74;794132,24;701433,20;525820,00;766982,44;528911,12;854410,28;609500,52;781455,24;628162,91;718094,05;653334,01;701516,44;634236,72;839141,86;544649,13;474962,25;740997,15;1130884,14;772927,60;725243,47;775329,09;695259,10;704955,34;669120,13;390104,36;398708,96;611261,45;707725,18;1259523,95;987854,42;883670,51;970875,71;738771,18;863530,38;779811,17;757415,33;591744,80;810480,68;467245,98;1008821,63;1040444,62;855820,10;858179,99;765414,35;804595,33;702479,55;811178,84;957144,27;662271,86;801443,86;814057,51;856293,30;654428,51;873630,01;745479,46;994332,34;908150,77;751178,16;645527,13;936088,56;891682,61;878414,12;860499,70;812292,13;892310,25;2042798,52;921649,15;964954,76;939367,76;934277,37;810752,04;807375,78;946420,81;960604,73;884696,13;835996,14;951655,72;902867,76;949406,57;904065,92;968364,31;931921,09;955772,53;776527,24;889384,60;869532,84;923660,46;987381,83;907633,81;913341,66;1013730,47;1013823,13;904222,04;1042826,21;851852,73;908488,51;1022680,88;1039785,42;1017122,89;1073831,21;927891,47;1169334,77;1068630,96;956875,53;1000650,77;1025144,14;905118,67;991201,02;996446,88;1006313,37;625390,14;1213329,90;938745,58;984120,05;1116590,30;1042255,45;1059549,85;1048473,14;1071842,38;1046032,55;1242047,56;1004778,67;1048097,76;893147,19;994491,62;1154034,06;1297737,84;1299121,19;1045939,29;1046692,73;1129085,66;1141713,48;1160115,58;1285784,46;1218651,60;134334836,33
"430220 Boa Vista do Buricá";19679,26;9392,66;24167,79;18531,15;17732,20;18720,56;15818,18;17014,82;18011,50;14885,36;21680,54;21119,03;9990,09;16104,84;36069,95;16978,10;16106,66;22100,17;20720,54;26401,42;27709,84;19929,34;25771,33;19505,27;21841,43;26723,70;16133,87;20959,97;18077,65;16473,21;20986,90;21551,25;20052,15;20916,49;21624,25;17299,76;12074,69;23077,76;24185,49;15431,18;9204,97;33266,79;15089,17;12598,44;13873,61;16965,45;18715,52;18020,35;13976,02;26406,08;20586,53;16398,86;19541,00;16926,13;20843,24;16359,74;21945,86;12763,93;17868,45;19861,99;17329,94;11394,53;26007,87;19467,75;27538,24;15236,13;23114,65;18194,02;18055,13;17913,18;17817,96;17485,32;13946,32;16614,02;13476,51;12114,04;14923,98;15586,25;20088,19;18922,59;20057,13;17939,81;15748,63;21025,56;14452,13;11945,17;15640,95;15720,83;20125,91;20842,61;17436,30;17944,69;18686,13;15159,38;18381,46;20028,96;18251,92;12878,28;15426,22;21562,16;17349,76;19096,26;19302,41;16509,07;31814,69;36579,99;29898,35;18422,68;15312,43;16411,07;21802,24;18256,10;21278,35;24013,91;24647,07;18947,31;22697,16;24391,40;22334,26;39447,02;24421,60;19565,50;22908,76;30322,57;24003,28;20244,37;32522,72;21094,74;19867,17;24027,72;22129,45;26445,07;18133,02;18068,83;18521,77;21204,11;19774,02;21791,00;19808,52;18855,85;18499,63;20489,49;16107,45;20797,52;16026,16;18912,99;14092,11;14875,97;14136,30;11727,68;10479,66;12353,03;18400,32;13808,80;19328,63;23843,62;20796,29;20602,87;43412,38;27025,48;3135181,31
